"source_type","canonical_id","name","source_document","source_path","checksum_sha256","disposition","registry_state","target_form","home_division","operating_class","functional_domains","capability_codes","skill_ids","required_tools","risk_tier","autonomy_ceiling","integration_ceiling","runtime_compatibility","evidence_status","canonical_registry_path","normalization_note"
"role","CMM-01","Content Strategist","01_CREATIVE_MEDIA_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/01_CREATIVE_MEDIA_ROLE_CATALOG.md","93b0438a7b93b454beb91363ca4152beda8fc4a9f7b9dc783957858f48edd4df","SPECIALIZE","SOURCE_ONLY","recipe_candidate","DIV-08","creation","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION|MEDIA_GENERATION","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Retain the domain specialization; promote durable accountability as a RoleDefinition and convert narrow execution into a capability recipe."
"role","CMM-02","Copywriter & Social Voice Agent","01_CREATIVE_MEDIA_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/01_CREATIVE_MEDIA_ROLE_CATALOG.md","93b0438a7b93b454beb91363ca4152beda8fc4a9f7b9dc783957858f48edd4df","SPECIALIZE","SOURCE_ONLY","recipe_candidate","DIV-08","creation","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION|MEDIA_GENERATION","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Retain the domain specialization; promote durable accountability as a RoleDefinition and convert narrow execution into a capability recipe."
"role","CMM-03","Post Scheduler & Timing Optimizer","01_CREATIVE_MEDIA_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/01_CREATIVE_MEDIA_ROLE_CATALOG.md","93b0438a7b93b454beb91363ca4152beda8fc4a9f7b9dc783957858f48edd4df","SPECIALIZE","SOURCE_ONLY","recipe_candidate","DIV-08","delivery_operations","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION|MEDIA_GENERATION","","TOL-002|TOL-003","moderate","A2","I2","provider-neutral; deployment-profile-required","DECLARED","","Retain the domain specialization; promote durable accountability as a RoleDefinition and convert narrow execution into a capability recipe."
"role","CMM-04","Trend & Opportunity Scanner","01_CREATIVE_MEDIA_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/01_CREATIVE_MEDIA_ROLE_CATALOG.md","93b0438a7b93b454beb91363ca4152beda8fc4a9f7b9dc783957858f48edd4df","SPECIALIZE","SOURCE_ONLY","recipe_candidate","DIV-08","creation","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION|MEDIA_GENERATION","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Retain the domain specialization; promote durable accountability as a RoleDefinition and convert narrow execution into a capability recipe."
"role","CMM-05","Community Triage Agent","01_CREATIVE_MEDIA_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/01_CREATIVE_MEDIA_ROLE_CATALOG.md","93b0438a7b93b454beb91363ca4152beda8fc4a9f7b9dc783957858f48edd4df","SPECIALIZE","SOURCE_ONLY","recipe_candidate","DIV-08","analysis","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION|MEDIA_GENERATION","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Retain the domain specialization; promote durable accountability as a RoleDefinition and convert narrow execution into a capability recipe."
"role","CMM-06","Engagement Voice Agent","01_CREATIVE_MEDIA_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/01_CREATIVE_MEDIA_ROLE_CATALOG.md","93b0438a7b93b454beb91363ca4152beda8fc4a9f7b9dc783957858f48edd4df","SPECIALIZE","SOURCE_ONLY","recipe_candidate","DIV-08","creation","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION|MEDIA_GENERATION","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Retain the domain specialization; promote durable accountability as a RoleDefinition and convert narrow execution into a capability recipe."
"role","CMM-07","PR & Press Agent","01_CREATIVE_MEDIA_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/01_CREATIVE_MEDIA_ROLE_CATALOG.md","93b0438a7b93b454beb91363ca4152beda8fc4a9f7b9dc783957858f48edd4df","SPECIALIZE","SOURCE_ONLY","recipe_candidate","DIV-08","creation","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION|MEDIA_GENERATION","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Retain the domain specialization; promote durable accountability as a RoleDefinition and convert narrow execution into a capability recipe."
"role","CMM-08","Influencer & Collaboration Research Agent","01_CREATIVE_MEDIA_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/01_CREATIVE_MEDIA_ROLE_CATALOG.md","93b0438a7b93b454beb91363ca4152beda8fc4a9f7b9dc783957858f48edd4df","SPECIALIZE","SOURCE_ONLY","recipe_candidate","DIV-08","knowledge","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION|MEDIA_GENERATION","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Retain the domain specialization; promote durable accountability as a RoleDefinition and convert narrow execution into a capability recipe."
"role","CMM-09","Campaign Optimization Agent","01_CREATIVE_MEDIA_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/01_CREATIVE_MEDIA_ROLE_CATALOG.md","93b0438a7b93b454beb91363ca4152beda8fc4a9f7b9dc783957858f48edd4df","SPECIALIZE","SOURCE_ONLY","recipe_candidate","DIV-08","creation","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION|MEDIA_GENERATION","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Retain the domain specialization; promote durable accountability as a RoleDefinition and convert narrow execution into a capability recipe."
"role","GKE-01","Enterprise Workflow Orchestrator","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-01","control","governance-and-orchestration","AGENT_DESIGN","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","GKE-02","Policy & Control Interpreter","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-10","control","governance-and-orchestration","AGENT_DESIGN","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","GKE-03","Approval & Delegation Steward","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","KEEP","REGISTERED","role_definition","DIV-01","control","governance-and-orchestration","AGENT_DESIGN","SKL-004|SKL-005|SKL-012|SKL-044|SKL-045","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","registry/roles/GKE-03-approval-delegation-steward.yaml","Preserve the existing manifest and add capability mappings without changing its stable ID."
"role","GKE-04","Audit Evidence Curator","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","KEEP","REGISTERED","role_definition","DIV-10","knowledge","governance-and-orchestration","REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION|RELEASE_PACKAGING","SKL-009|SKL-010|SKL-011|SKL-045","TOL-001|TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","registry/roles/GKE-04-audit-evidence-curator.yaml","Preserve the existing manifest and add capability mappings without changing its stable ID."
"role","GKE-05","Knowledge Base Curator","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","KEEP","REGISTERED","role_definition","DIV-02","knowledge","governance-and-orchestration","AGENT_DESIGN","SKL-006|SKL-007|SKL-008|SKL-009|SKL-010|SKL-012","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","registry/roles/GKE-05-knowledge-base-curator.yaml","Preserve the existing manifest and add capability mappings without changing its stable ID."
"role","GKE-06","Research & Source Verification Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","KEEP","REGISTERED","role_definition","DIV-02","knowledge","governance-and-orchestration","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY","SKL-006|SKL-007|SKL-008|SKL-012|SKL-045","TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","registry/roles/GKE-06-research-source-verification.yaml","Preserve the existing manifest and add capability mappings without changing its stable ID."
"role","GKE-07","Records & Retention Coordinator","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-10","control","governance-and-orchestration","AGENT_DESIGN","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","PXD-01","Product Discovery Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-03","analysis","product-and-design","SOFTWARE_BUILD|AGENT_DESIGN","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","PXD-02","Product Requirements Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-03","creation","product-and-design","SOFTWARE_BUILD|AGENT_DESIGN","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","PXD-03","User Research Synthesizer","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-03","knowledge","product-and-design","SOFTWARE_BUILD|AGENT_DESIGN","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","PXD-04","UX Flow Architect","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-03","creation","product-and-design","SOFTWARE_BUILD|AGENT_DESIGN","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","PXD-05","UI System Designer","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-03","creation","product-and-design","SOFTWARE_BUILD|AGENT_DESIGN","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","PXD-06","Prototype & Experiment Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-03","creation","product-and-design","SOFTWARE_BUILD|AGENT_DESIGN","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","PXD-07","Experience QA Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-03","evaluation","product-and-design","SOFTWARE_BUILD|AGENT_DESIGN","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","ESP-01","Solution Architecture Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","KEEP","REGISTERED","role_definition","DIV-03","creation","engineering-and-platform","SOFTWARE_BUILD|REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION|MCP_INTEGRATION","SKL-013|SKL-015|SKL-030|SKL-045","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","registry/roles/ESP-01-solution-architecture.yaml","Preserve the existing manifest and add capability mappings without changing its stable ID."
"role","ESP-02","Software Implementation Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-03","creation","engineering-and-platform","SOFTWARE_BUILD|REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION|MCP_INTEGRATION","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","ESP-03","Code Review & Quality Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","KEEP","REGISTERED","role_definition","DIV-10","evaluation","engineering-and-platform","SOFTWARE_BUILD|REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION|MCP_INTEGRATION","SKL-027|SKL-028|SKL-030|SKL-045","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","registry/roles/ESP-03-code-review-quality.yaml","Preserve the existing manifest and add capability mappings without changing its stable ID."
"role","ESP-04","Test Engineering Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-10","creation","engineering-and-platform","SOFTWARE_BUILD|REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION|MCP_INTEGRATION","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","ESP-05","DevOps & Release Readiness Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-07","delivery_operations","engineering-and-platform","SOFTWARE_BUILD|REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION|MCP_INTEGRATION","","TOL-001|TOL-002","moderate","A2","I2","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","ESP-06","Reliability Monitor & Incident Triage Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-10","evaluation","engineering-and-platform","SOFTWARE_BUILD|REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION|MCP_INTEGRATION","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","ESP-07","Security Posture Analyst","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-10","evaluation","engineering-and-platform","SOFTWARE_BUILD|REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION|MCP_INTEGRATION","","TOL-001|TOL-002","high","A1","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","ESP-08","Identity & Access Review Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-10","evaluation","engineering-and-platform","SOFTWARE_BUILD|REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION|MCP_INTEGRATION","","TOL-001|TOL-002","high","A1","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","ESP-09","Technical Documentation Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-03","knowledge","engineering-and-platform","SOFTWARE_BUILD|REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION|MCP_INTEGRATION","","TOL-001|TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","DAA-01","Data Steward Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","control","data-analytics-and-ai","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","DAA-02","Data Quality Monitor","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","evaluation","data-analytics-and-ai","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","DAA-03","Analytics Insight Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","analysis","data-analytics-and-ai","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","DAA-04","Forecast & Scenario Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","analysis","data-analytics-and-ai","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","DAA-05","Experiment Analyst","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","analysis","data-analytics-and-ai","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","DAA-06","ML Model Operations Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","delivery_operations","data-analytics-and-ai","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I2","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","DAA-07","AI Output Evaluator","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","evaluation","data-analytics-and-ai","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","DAA-08","Decision Intelligence Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-05","analysis","data-analytics-and-ai","DATA_ANALYSIS","","TOL-002|TOL-003","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","RCP-01","Market & Segment Intelligence Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-08","analysis","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","","TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","RCP-02","Campaign Planner Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-08","creation","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","","TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","RCP-03","Sales Research & Account Briefing Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-08","knowledge","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","","TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","RCP-04","Proposal & RFP Response Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-08","creation","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","","TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","RCP-05","Customer Success Insight Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-08","analysis","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","","TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
"role","RCP-06","Support Triage & Knowledge Agent","02_CROSS_INDUSTRY_ROLE_CATALOG.md","/Agent Roles & Skills Catalog/02_CROSS_INDUSTRY_ROLE_CATALOG.md","898e5e914080696ff1761dcf5cbee80160745321ecf81ee0feb95d969db4fdc8","MISSING","SOURCE_ONLY","role_definition","DIV-08","knowledge","revenue-and-customer","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","","TOL-002","moderate","A2","I1","provider-neutral; deployment-profile-required","DECLARED","","Not yet promoted; evaluate against capability gaps and persistent-control needs before creating a canonical manifest."
